"",cancer_cell_module_1,cancer_cell_module_2,cancer_cell_module_3,cancer_cell_module_4,cancer_cell_module_5,cancer_cell_module_6,cancer_cell_module_7,cancer_cell_module_8,cancer_cell_module_9,cancer_cell_module_10,cancer_cell_module_11,cancer_cell_module_12,cancer_cell_module_13,cancer_cell_module_14,cancer_cell_module_15,cancer_cell_module_16,cancer_cell_module_17,cancer_cell_module_18,cancer_cell_module_19,cancer_cell_module_20,cancer_cell_module_21,cancer_cell_module_22,cancer_cell_module_23,cancer_cell_module_24,cancer_cell_module_25,cancer_cell_module_26,cancer_cell_module_27,cancer_cell_module_28,cancer_cell_module_29,cancer_cell_module_30,cancer_cell_module_31,cancer_cell_module_32,cancer_cell_module_33,cancer_cell_module_34
cancer_state_9_0.2,-0.0619802436660703,-0.305235561524221,0.153224578104791,-0.409781792151489,-0.316051477872342,5.00962219075131,-0.183391132562155,1.70173434586249,-0.432372283733491,1.22658781607063,-0.288736814564221,1.01564305585054,-0.633355607691984,-0.320569202088595,0.191310073366897,-0.759343388149087,-0.373560040153826,-0.439795022817035,-0.0209313687091718,-0.580810765801228,-0.408595720442677,0.997209478224676,-0.131585133857529,1.3221046473631,-0.423058572623708,-0.597246527669632,-0.357165347327147,-0.307544094582636,-0.592409358406773,-0.640923320627968,0.0448244133342852,-0.289417945683093,0.23020117831797,0.730535512026855
cancer_state_2_0.3,-0.0965235847343941,-0.198710029775196,-0.135296504162212,-0.278358974786495,0.246117594833157,-0.495654657816475,-0.174093236664335,-0.321453745259776,-0.126294559153371,-0.610070042045246,-0.0148117809800176,-0.665688362137418,3.15791180625441,0.312571091449122,-0.591792286891452,0.632149228088652,-0.346295239042589,-0.0419880219503133,-0.320192798760738,0.317247349319196,0.195553702586034,-0.566162556522103,-0.124845797796125,-0.562495000235006,-0.129860428361139,0.262512071976749,-0.347475480818629,-0.144201239056186,0.0748481472981363,0.132072749146872,0.331741366291996,-0.180385988738623,-0.362871694874366,-0.132154068585424
cancer_state_0_0.4,-0.116179973477812,-0.140122430503612,-0.146026879682094,-0.418869147461296,-0.172491072036501,-0.403640968887111,-0.37423163008464,-0.393969912279925,-0.165072168852725,-0.568793247108283,-0.0177263966823761,-0.487612780845722,0.378005424868033,-0.0454747181093259,-0.665099509283657,-0.0924318457615921,-0.266222057608275,-0.157148804415963,-0.310600314289593,-0.166565286585901,0.11892324184187,-0.473088113910084,-0.218169079497311,-0.513270152539753,-0.616662955408575,2.51356755716156,-0.39773206074213,-0.122124161847304,-0.222108620088186,-0.302246405836482,-0.37888267082676,-0.22657634920174,-0.351854980101348,-0.0994181360084048
cancer_state_7_0.4,-0.0501878278908756,-0.155743169404939,0.00761013161821734,-0.0123628313184543,0.360995362634332,-0.545992407654995,0.349320266243402,-0.655202100100088,-0.0796587847048683,-0.709274177321977,0.0586473071196166,-0.827208883749413,0.111939109832181,-0.107166909994437,-0.537801137919248,0.134631699807184,0.578394009094539,5.33868659360285,-0.359749893615987,0.0841804833617093,0.231465904264337,-0.85971905159398,-0.00963396245139151,-0.485136777462855,0.109885900624624,-0.178985253150831,-0.349750838120865,-0.169266042948802,-0.289097030722029,-0.0338264730501442,-0.420848385064819,-0.198470983265801,-0.3625572318975,-0.184319924829986
cancer_state_7_0.6,-0.0469224639305637,0.103118732859548,-0.108583634559753,-0.0667627703569166,-0.250364597601085,-0.417011451396323,0.0347366612069429,-0.965548612692292,-0.175888313769229,-0.584389775050546,-0.149017471527224,-0.922763928202879,-0.573538481119022,-0.81291206405487,-0.503916110162307,-0.767154196991338,2.20610818272038,0.740752358457472,-0.361170070793522,-0.296696881774822,-0.226615222588547,-0.930266971036071,0.0516227195279101,-0.320258655714088,-0.837670724191508,-0.627720040564372,-0.40089629563696,-0.323443787181647,-0.819889595970795,-0.360755809793437,0.018815098740859,-0.249768838911549,-0.256537333853525,-0.185191026971707
cancer_state_2_0.9,-0.0823180206963568,2.22392569887358,-0.0972844593749858,-0.0412466013324375,0.0441768014757702,-0.491689631123161,-0.119373445084532,-0.607992533765697,-0.180903775369004,-0.691092341403691,0.0287667726174201,-0.642001130394758,0.246843616128641,-0.157731508653614,-0.717202181862227,-0.00417580129005285,-0.142131973680225,0.355167206090611,-0.368582270806815,0.0996497587782077,-0.0234892249734558,-0.796466954420215,-0.03863433634326,-0.589499115641077,-0.743599524850123,1.69154304609577,-0.39382601590755,-0.103681254214555,-0.418096358389912,-0.30123748193133,-0.502642374991519,-0.251788304401888,-0.369703787186617,-0.145988854934886
cancer_state_0_0.7,-0.0170057766522726,-0.296983062815728,-0.017738140423073,-0.30751046390042,-0.273166240191994,0.309742362999023,-0.149784000822118,0.0426744145287593,-0.256510494302968,0.206392464374863,-0.235390750319027,0.935486994690845,-0.507647566621389,-0.255365670565239,0.213825506506575,-0.133661574801253,-0.247972253325193,-0.214419665308925,0.109341514602997,-0.186890953099486,-0.261090421833931,1.14894312344249,-0.14289616464325,0.672509048665342,2.6504609902148,-0.522551144870743,-0.036966900359735,-0.18847366928791,0.247950548465016,-0.373149313367183,0.118031051685254,-0.220691393266318,0.0996792124979584,-0.083377563779417
cancer_state_8_0.7,-0.0101724745214516,-0.229601050306513,0.0454099241145393,-0.220602470831966,-0.197608204762021,0.693659465066139,-0.0690882006236159,2.51827982898309,-0.20563908521466,0.407369374163363,-0.140754773532628,0.800338231923757,-0.0200997702043105,1.13232651573911,0.13270779336949,0.327640731408487,-0.27906685611215,-0.299923161679857,0.724483704480443,-0.197269077839032,-0.155625878074565,1.2952681146351,-0.173354529997822,0.128515535396429,0.255096241956537,0.0298899048271439,-0.217024868506884,0.0898918267651203,0.554820077191795,-0.246177272309633,0.443869138056406,-0.218813177849271,0.130361267531302,0.200159216517802
cancer_state_2_0.5,-0.0963254100897665,-0.196234590886011,-0.134922367192203,-0.276545589138328,0.250775714409654,-0.496747900719021,-0.169739604373289,-0.322130593388154,-0.126292587172786,-0.612620520635516,-0.0145117622540098,-0.67371086898126,3.19561737355208,0.315485821855999,-0.590347672843274,0.627082021668496,-0.348177327004273,-0.036682959961962,-0.32138553466654,0.305001852622485,0.200778362941422,-0.568135108064388,-0.124401555425797,-0.562890714148207,-0.122496610902188,0.237641662583447,-0.348692654874789,-0.145848058966593,0.0786873505846686,0.135106216776407,0.343205489077786,-0.181369968531839,-0.362967714155568,-0.13486468037854
cancer_state_3_0.9,-0.0491025502401796,-0.282860196527664,-0.00305545029218716,-0.287816157514746,0.0660764840578065,-0.208102899342344,-0.099925715160022,-0.310432623617014,-0.225453356686221,-0.0744845389185719,-0.0929458863311486,0.640706529030948,0.694274145464684,0.442177445477682,-0.263094744790556,2.7199153930028,-0.0754753666099544,-0.0379168358026794,-0.204906725672753,0.589165143972373,-0.0590487058627105,0.877111818366162,-0.0811588932950057,-0.215930216223662,0.372806215974834,0.289132369776664,-0.0792193732948553,0.0413661362102848,1.6228241024179,0.256504328006709,-0.195976519158442,-0.16909651666777,-0.141836187202125,-0.127825346639378
cancer_state_12_0.7,-0.098534414683079,-0.397342979714066,0.0154186448396962,-0.442187822057345,-0.271528324725194,0.166183549403504,-0.189489041753727,0.192101890003299,-0.291940388322734,0.253807399670457,-0.182209273178723,0.165973265806027,-0.0368641130669216,0.493133006335201,-0.204323683132242,0.548512031204055,-0.348590216254223,-0.315473926943985,-0.102301525659403,-0.595905223510674,-0.0698701102238995,1.79673515051973,-0.188532430104245,0.00432949820179395,-0.245947543918169,-0.32983884932127,-0.412759804263875,-0.226972418598758,3.64244512599772,-0.278091746672341,0.0161086887180503,-0.216990098300861,0.0948734722402725,-0.0449640322538496
cancer_state_12_0.9,-0.0635151370511311,-0.331275858844143,0.317864082036698,-0.427643957631374,-0.271130518335008,6.5454517715443,-0.072919301442556,4.08085489960815,-0.45411774110197,1.82238971481612,-0.301352581182489,0.954279139587786,-0.44565914292848,0.195824670591852,0.291288809342238,-0.714979004549281,-0.449892069446907,-0.469680490423419,0.158078717115985,-0.628631740901672,-0.433498924609896,1.54312913106942,-0.129872569512374,1.12936100814721,-0.704664541311775,-0.595519532199013,-0.358901440014209,-0.280664137077476,-0.452630602292895,-0.589806247517364,0.0134081783176718,-0.281565548389291,0.1674626795943,1.00021359344854
