"",cancer_cell_module_1,cancer_cell_module_2,cancer_cell_module_3,cancer_cell_module_4,cancer_cell_module_5,cancer_cell_module_6,cancer_cell_module_7,cancer_cell_module_8,cancer_cell_module_9,cancer_cell_module_10,cancer_cell_module_11,cancer_cell_module_12,cancer_cell_module_13,cancer_cell_module_14,cancer_cell_module_15,cancer_cell_module_16,cancer_cell_module_17,cancer_cell_module_18,cancer_cell_module_19,cancer_cell_module_20,cancer_cell_module_21,cancer_cell_module_22,cancer_cell_module_23,cancer_cell_module_24,cancer_cell_module_25
cancer_state_5_0.1,-0.473269175017582,-0.657777190038574,2.2519235562017,0.0430599550513313,0.16161563161246,-0.806597636405885,-0.723310484862657,-0.224566636511479,-1.02341048905043,0.164763032556721,-0.340691695948436,0.142018543709126,-1.23175016623399,0.968095095839855,-0.035616286440225,-0.552640198935847,-0.0435071522116,0.705659462384989,-0.0515939730874081,0.313310135708624,-0.480610519839964,0.204544848980837,-0.16077970485002,0.0276620201747491,0.804434911288512
cancer_state_6_0.2,1.85212338859913,1.66280854112234,-0.263864786295757,-0.0290630725945061,0.294192340332606,-0.0367064647354577,-0.239334147392076,-0.220298810160348,-0.339764711114959,0.26926325148195,0.728893450112774,0.41762392777733,-0.778193028950007,-0.165019610380119,-0.273909346432918,0.89733433282072,0.362084125693998,0.194014927138504,0.0659863437494852,0.0362909059936597,0.333234246823627,-0.0949274176419769,-0.0775850121392671,-0.170142580816937,-0.136071016743879
cancer_state_1_0.1,-0.368141251452575,-0.453525180864006,0.328131191586312,-0.0413852412792708,1.42154578290407,-0.496229528057979,-0.470557111615055,-0.341004325488089,-0.684317308038831,0.953332761697536,0.336286800976402,1.00031946688509,-0.546378568911543,-0.0903641015028252,-0.305165931783652,0.118652663694988,-0.123461365355902,0.17412358931399,-0.0628243289103807,0.772606516990637,-0.146873727126726,-0.102018440444765,-0.260411034872006,-0.158905722175484,-0.0840313037156374
cancer_state_0_0.1,0.00709060969795956,0.133972602031008,-0.631222841128873,-0.0399749029755628,-0.95684805046475,-0.192923754761491,0.052671900736277,0.799498354538947,1.17411288686851,-0.458363592952362,-0.507721056147036,-0.528420522511971,1.07561611300152,-0.143422885219262,0.848271838302149,-0.792227038925979,-0.397383684685418,-0.213679206155242,-0.0591288921927946,-0.454914418992464,-0.11340663224191,0.022494501295262,0.00858886212175827,0.444013208281407,-0.0850692488580547
cancer_state_26_0.6,0.120988794982529,0.156645183787983,-0.308262084411388,0.218541760277697,-0.466542821078096,-0.0792109253562289,-0.0110788885658918,-0.0441455967993336,0.204300668744833,0.105771981663131,0.0481406804761985,0.391649310475046,-0.0401795665602045,0.1804421711648,0.0267808207350076,-0.246996426279086,0.310223794848533,0.0285945838310693,0.107076756190712,-0.0512555620626508,6.98136253742676,-0.0536940121309461,-0.0110586888262547,-0.0643110664730668,-0.110798868054946
cancer_state_24_0.5,-0.191505982454228,-0.297597322506861,-0.637683850993089,0.0317653683328899,-0.82944756727657,1.82374133221991,0.247003920042651,-0.0825006339431066,-0.110244435501302,-0.731768063421873,-0.540240748053694,-0.452115186340491,0.445676434683728,-0.0256974061777476,-0.304817286372908,0.0244817641486281,1.8757622187314,-0.355335915086261,18.6514511382986,-0.393275858833642,0.624662785089146,-0.0239584406418069,-0.0569194005441748,-0.220746996306205,-0.14173194112289
cancer_state_8_0.2,-0.0129397050847662,0.374665516355219,-0.27901856310438,-0.115785150219767,0.443005143627028,-0.675158294383201,-0.570407480872287,-0.355397657421754,-0.253828626477505,0.586734778971605,2.84589561361904,-0.300149837896471,-0.275045862047695,-0.311784429747132,-0.310072078568849,-0.196241012539736,-0.382279541025967,-0.0868660193199151,-0.0633267520073545,0.11118056763532,0.141571618772835,-0.186379405333156,-0.11006474393332,-0.294853981847679,-0.17479054060141
cancer_state_5_0.2,-0.391049863147506,-0.411861533291427,-0.688227985222327,-0.0705098180101231,-0.975198907586265,-0.191315282761558,-0.0795237543873232,1.24304695476448,1.28327845999885,-0.723870898546271,-0.604233234786409,-0.558585702318514,1.74095540555617,-0.177231527098768,-0.108150597806143,-0.880726473349975,-0.49693010889794,-0.270068387561586,-0.0605462445536202,-0.489413202779622,-0.0421590542765136,0.0664751820080991,-0.0206596776973444,0.687869961142421,-0.0355429171869209
cancer_state_7_0.2,-0.369480359080998,-0.443502299555254,-0.382608757755235,0.0163927314482173,-0.691796075005587,-0.14292525404851,0.166939806231091,-0.0362754362292239,0.20933446447418,0.125372962761656,-0.356785188014901,-0.318181887928302,0.637713652917462,-0.00385935574672616,2.82274184338998,-0.385474664455647,-0.122896487933099,0.0828676292298284,-0.0444976788175192,-0.254493791644062,0.501582130200551,-0.059746281199831,0.157361561915436,-0.0870217433367716,-0.129399472420222
cancer_state_16_0.3,0.0113905332520315,-0.0279114624665055,-0.365401440630511,3.73238290223483,-0.631219941332047,0.954895700775208,0.103224078858681,0.649159636656959,0.118901721363689,-0.671478833464817,-0.502112401685701,-0.0391849718033769,0.252217061212728,0.400346902393466,-0.00616959062125183,0.0149595516593866,6.05662713476879,-0.173108281666497,3.50242431333231,-0.2319944495353,0.803097507423585,0.529767208898961,0.125626349629232,0.270272215606306,0.213137355741724
cancer_state_18_0.5,0.146629635505738,0.408552979532979,-0.758297953014253,-0.0309569937111848,-1.21193890360733,-0.262246413717934,0.688102641207351,-0.276750369747419,1.70519918211709,-0.192391604581488,-0.408214515447903,-0.531717836436497,1.14523455007149,-0.12379922169681,0.0316679769039034,-1.04270056565438,-0.555060790999081,-0.476015850026079,-0.0564295094283451,-0.556075616745932,-0.428853308454496,-0.200082468257964,-0.0518592139114541,-0.380139602710005,-0.199746328750193
