potential_LAMMPS_id,composition,a
2007--Mendelev-M-I--Cu-Zr--LAMMPS--ipr1,Cu,2.894749075707002
2013--Ravelo-R--Ta-1--LAMMPS--ipr1,Ta,3.3039999995588203
2004--Zhou-X-W--Co--LAMMPS--ipr1,Co,2.8114151333486905
2004--Zhou-X-W--Ta-Cu--LAMMPS--ipr1,Ta,3.3025311352501237
2003--Han-S--V--LAMMPS--ipr1,V,3.0299999301794056
1987--Ackland-G-J--Mo--LAMMPS--ipr1,Mo,3.1576947815064127
2021--Wen-M--Fe-H--LAMMPS--ipr1,H,1.9815062897805003
2017--Beland-L-K--Fe-Ni-Cr--LAMMPS--ipr1,Cr,5.894895377574037
1999--Liu-X-Y--Al-Cu--LAMMPS--ipr1,Cu,7.691465701867201
2006--Sun-D-Y--Mg--LAMMPS--ipr1,Mg,3.56204507154364
2003--Mendelev-M-I--Fe-2--LAMMPS--ipr3,Fe,2.855324609117394
2000--Landa-A--Al-Pb--LAMMPS--ipr1,Pb,3.843899738704751
1989--Adams-J-B--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1,Pt,3.1089022982152237
2004--Zhou-X-W--Ti--LAMMPS--ipr2,Ti,3.2919385502938643
2020--Farkas-D--Fe-Ni-Cr-Co-Al--LAMMPS--ipr1,Fe,6.523859350210916
2009--Mendelev-M-I--Cu-Zr--LAMMPS--ipr1,Cu,2.8947490940480134
2013--Smirnova-D-E--U-Mo-Xe--LAMMPS--ipr1,U,5.718201279313174
2009--Mendelev-M-I--Al-Mg--LAMMPS--ipr1,Mg,3.5620455263120534
2004--Zhou-X-W--W--LAMMPS--ipr2,W,3.1648494549988424
2012--Mendelev-M-I--Cu--LAMMPS--ipr1,Cu,2.894140935457679
2016--Nichol-A--Rb--LAMMPS--ipr1,Rb,5.589276048856193
2016--Borovikov-V--fictional-Cu-34--LAMMPS--ipr1,Cu,2.8925995812407606
2013--Bonny-G--Fe-W--LAMMPS--ipr1,W,3.1651999637855597
1987--Ackland-G-J--Au--LAMMPS--ipr2,Au,3.3244440623789626
1989--Adams-J-B--Pd--LAMMPS--ipr1,Pd,3.0870211004071577
2023--Al-Awad-A-S--Li--LAMMPS--ipr1,Li,3.5017592231620327
1986--Foiles-S-M--Cu--LAMMPS--ipr1,Cu,2.870141737891187
1989--Adams-J-B--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1,Au,3.2366909449426964
2013--Onat-B--Cu-Ni--LAMMPS--ipr1,Cu,1.43912543791627
2019--Mendelev-M-I--Fe-Ni-Cr--LAMMPS--ipr1,Fe,2.6473481096620035
2013--Smirnova-D-E--U-Mo-Xe--LAMMPS--ipr1,Mo,6.242584323014892
2013--Onat-B--Cu-Ni--LAMMPS--ipr2,Cu,2.898877203632804
2023--Kumar-P--Fe-H--LAMMPS--ipr1,H,5.42520447805497
2015--Purja-Pun-G-P--Ni-Co--LAMMPS--ipr2,Ni,6.304664939550711
2015--Borovikov-V--fictional-Cu-7--LAMMPS--ipr1,Cu,2.892513013629724
1989--Adams-J-B--Cu--LAMMPS--ipr1,Cu,2.8700796827001334
2014--Bonny-G--W-H-He-2--LAMMPS--ipr1,H,4.19071003691376
2006--Chamati-H--Fe--LAMMPS--ipr1,Fe,2.8665000286136166
1998--Liu-X-Y--Al-Mg--LAMMPS--ipr1,Mg,3.5655424214860907
2016--Nichol-A--K--LAMMPS--ipr1,K,4.411135427456748
2004--Zhou-X-W--Mo--LAMMPS--ipr2,Mo,3.1501382855101188
2023--Al-Awad-A-S--Pb-Li--LAMMPS--ipr1,Li,3.5017592231620296
2015--Borovikov-V--fictional-Cu-3--LAMMPS--ipr1,Cu,2.894140935457678
2015--Wilson-S-R--fictional-Na-3--LAMMPS--ipr1,Na,4.234234029917315
2015--Purja-Pun-G-P--Ni-Co--LAMMPS--ipr2,Ni,6.00444279271552
2013--Marinica-M-C--W-2--LAMMPS--ipr1,W,3.1399998821882007
2013--Smirnova-D-E--U-Mo-Xe--LAMMPS--ipr1,Mo,3.147414514559596
2020--Farkas-D--Fe-Ni-Cr-Co-Al--LAMMPS--ipr1,Al,8.343675884932921
2022--Mendelev-M-I--Ni-Al--LAMMPS--ipr1,Ni,2.718217632160238
2015--Purja-Pun-G-P--Ni-Co--LAMMPS--ipr2,Ni,6.44322900415623
2008--Hepburn-D-J--Fe-C--LAMMPS--ipr1,Fe,2.8553125458861803
2013--Smirnova-D-E--U-Mo-Xe--LAMMPS--ipr2,U,5.718201279313174
1990--Ackland-G-J--Cu-Ag-Au--LAMMPS--ipr1,Au,3.3244440623679714
2015--Purja-Pun-G-P--Ni-Co--LAMMPS--ipr2,Ni,6.143006864177621
2016--Nichol-A--Na--LAMMPS--ipr2,Na,4.290599846833129
1989--Adams-J-B--Pt--LAMMPS--ipr1,Pt,3.1089022982152237
2004--Zhou-X-W--W--LAMMPS--ipr1,W,3.1648492024668933
2018--Zhou-X-W--Fe-Ni-Cr--LAMMPS--ipr1,Fe,2.86674574595156
2021--Wen-M--Fe-H--LAMMPS--ipr1,H,5.22158804300407
2024--Mendelev-M-I--Ni-Al-Nb--LAMMPS--ipr1,Ni,2.7182176315077675
2016--Nichol-A--Li--LAMMPS--ipr2,Li,3.5099995724273243
2009--Olsson-P-A-T--W--LAMMPS--ipr1,W,3.1599989343494603
2009--Olsson-P-A-T--Fe--LAMMPS--ipr1,Fe,2.870000068889203
1996--Farkas-D--Nb-Ti-Al--LAMMPS--ipr1,Nb,3.3000514686325624
2016--Nichol-A--Rb--LAMMPS--ipr2,Rb,5.585000358720891
2016--Nichol-A--Na--LAMMPS--ipr1,Na,4.294912636527282
2015--Purja-Pun-G-P--Ni-Al-Co--LAMMPS--ipr1,Co,2.8167496429117445
1995--Angelo-J-E--Ni-Al-H--LAMMPS--ipr1,Ni,2.8659123855705837
2024--Sun-Y--Fe-Ni--LAMMPS--ipr1,Fe,2.8436425849837756
2015--Wilson-S-R--Na--LAMMPS--ipr1,Na,4.227869260863802
2012--Schopf-D--Al-Mn-Pd--LAMMPS--ipr1,Mn,2.788040138920127
2023--Liang-A--Fe-Ni-Cr-Co-Ti--LAMMPS--ipr1,Ti,3.316805904434577
2004--Ackland-G-J--Fe-P--LAMMPS--ipr1,Fe,2.855312749000525
2015--Borovikov-V--fictional-Cu-5--LAMMPS--ipr1,Cu,2.8935402768465956
2023--Kumar-P--Fe-H--LAMMPS--ipr1,Fe,7.32350517122297
2024--Mendelev-M-I--Ni-Al-Cr--LAMMPS--ipr1,Cr,2.813224578761032
2024--Mendelev-M-I--Ni-Al-Nb--LAMMPS--ipr1,Nb,3.259734378444213
2011--Bonny-G--Fe-Ni-Cr--LAMMPS--ipr2,Cr,5.991264114660502
2009--Wu-H-H--Cu-Ag--LAMMPS--ipr1,Ag,3.2387037982379514
2023--Mason-D-R--W-H--LAMMPS--ipr1,H,2.65562604620777
2012--Schopf-D--Al-Mn-Pd--LAMMPS--ipr1,Mn,5.2714810525383164
1987--Ackland-G-J--Mo--LAMMPS--ipr2,Mo,3.1471998631873834
1996--Farkas-D--Nb-Ti-Al--LAMMPS--ipr1,Ti,3.284096365761741
2018--Farkas-D--Fe-Ni-Cr-Co-Cu--LAMMPS--ipr1,Cu,5.7625298272238625
2014--Bonny-G--W-H-He-2--LAMMPS--ipr1,He,4.165584563024983
2004--Zhou-X-W--Ta--LAMMPS--ipr1,Ta,3.3025311352501237
2017--Wang-P--TWIP--LAMMPS--ipr1,Fe,2.8690975466057704
1999--Mishin-Y--Ni--LAMMPS--ipr1,Ni,6.0224927996037545
2015--Borovikov-V--fictional-Cu-2--LAMMPS--ipr1,Cu,2.8943316794776894
2007--Mendelev-M-I--V-Fe--LAMMPS--ipr1,Fe,2.855312749000525
1986--Foiles-S-M--Pt--LAMMPS--ipr1,Pt,3.1090472850294173
2022--Daramola-A--Fe-Ni-Cr-Mn--LAMMPS--ipr1,Mn,2.812106350257261
2016--Borovikov-V--fictional-Cu-33--LAMMPS--ipr1,Cu,2.8933006962918584
2013--Marinica-M-C--W-4--LAMMPS--ipr1,W,3.1433900286299306
2015--Borovikov-V--fictional-Cu-7--LAMMPS--ipr1,Cu,8.710392856977597
2020--Wang-P--meta-Ta-Hf-Zr-Ti--LAMMPS--ipr1,meta_TaHfZrTi,3.402957288394697
2015--Purja-Pun-G-P--Ni-Al-Co--LAMMPS--ipr2,Ni,6.05063082110728
2017--OBrien-C-J--Pt-Au--LAMMPS--ipr1,Pt,3.1138515719878868
1990--Ackland-G-J--Cu--LAMMPS--ipr2,Cu,2.8381632990507484
2019--Chen-Y--W-Re--LAMMPS--ipr1,W,3.1652000596564203
2015--Purja-Pun-G-P--Ni-Al-Co--LAMMPS--ipr2,Ni,6.44322900415623
2013--Hale-L-M--Pd-Ag-H-Hybrid--LAMMPS--ipr1,Ag,3.238590034054168
2018--Farkas-D--Fe-Ni-Cr-Co-Cu--LAMMPS--ipr1,Co,6.460436451296768
2021--Wen-M--Fe-H--LAMMPS--ipr1,Fe,2.8548759359092397
2007--Mendelev-M-I--V-Fe--LAMMPS--ipr1,V,6.9466378280914505
2018--Farkas-D--Fe-Ni-Cr-Co-Cu--LAMMPS--ipr1,Cr,9.41499940562278
2018--Farkas-D--Fe-Ni-Cr-Co-Cu--LAMMPS--ipr1,Cu,6.491678034105893
2004--Zhou-X-W--Fe--LAMMPS--ipr2,Fe,2.8659524240947785
2014--Bonny-G--W-H-He-2--LAMMPS--ipr1,W,3.1399998817906627
2015--Purja-Pun-G-P--Ni-Co--LAMMPS--ipr2,Ni,6.558699057994151
2003--Hoyt-J-J--Cu-Pb--LAMMPS--ipr1,Cu,2.8701554311011805
2024--Mendelev-M-I--Ni-Co-Cr--LAMMPS--ipr1,Cr,2.8113524998256914
2018--Farkas-D--Fe-Ni-Cr-Co-Cu--LAMMPS--ipr1,Ni,6.022433747341279
2019--Chen-Y--W-Ta--LAMMPS--ipr1,Ta,3.303897508215781
2004--Zhou-X-W--Ti--LAMMPS--ipr1,Ti,3.291934600073711
2012--Schopf-D--Al-Mn-Pd--LAMMPS--ipr1,Pd,4.534342420934341
2015--Purja-Pun-G-P--Ni-Al-Co--LAMMPS--ipr2,Ni,6.09681884264245
2018--Mendelev-M-I--Tb--LAMMPS--ipr1,Tb,3.9483071837882107
2015--Purja-Pun-G-P--Ni-Al-Co--LAMMPS--ipr2,Ni,6.558699057994151
2004--Zhou-X-W--Fe--LAMMPS--ipr1,Fe,2.8659480425165373
2015--Purja-Pun-G-P--Ni-Co--LAMMPS--ipr1,Co,2.8167496429117445
2013--Onat-B--Cu-Ni--LAMMPS--ipr1,Cu,2.8988838964475456
2003--Hoyt-J-J--Cu-Pb--LAMMPS--ipr1,Pb,3.3435370857847615
2015--Purja-Pun-G-P--Ni-Co--LAMMPS--ipr2,Ni,6.350852961085881
2021--Deluigi-O-R--Fe-Ni-Cr-Co-Cu--LAMMPS--ipr1,Cu,6.49167510661393
2017--Bonny-G--W-Re--LAMMPS--ipr1,Re,3.0477083549165846
1987--Ackland-G-J--Ag--LAMMPS--ipr2,Ag,3.317863759497792
1989--Adams-J-B--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1,Cu,2.8700796827001334
2004--Ackland-G-J--Fe-P--LAMMPS--ipr1,P,3.722970098939124
1987--Ackland-G-J--Mo--LAMMPS--ipr3,Mo,3.1471998631873834
2009--Bonny-G--Fe-Ni--LAMMPS--ipr1,Fe,2.855324619111137
1997--Liu-X-Y--Al-Mg--LAMMPS--ipr1,Al,8.618421331908994
2019--Mendelev-M-I--Fe-Ni-Cr--LAMMPS--ipr1,Ni,2.75727466628023
2013--Smirnova-D-E--U-Mo-Xe--LAMMPS--ipr2,Mo,6.242584323014891
1987--Ackland-G-J--Cu--LAMMPS--ipr2,Cu,2.960523154657405
2013--Smirnova-D-E--U-Mo-Xe--LAMMPS--ipr2,Xe,6.213444040263814
2013--Smirnova-D-E--U-Mo-Xe--LAMMPS--ipr2,U,5.205431208185629
1986--Foiles-S-M--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1,Cu,2.870141737891187
2020--Chen-Y--W-Mo--LAMMPS--ipr1,W,3.165199821469059
2003--Mendelev-M-I--Fe-2--LAMMPS--ipr1,Fe,2.8553248608545103
2010--Fellinger-M-R--Nb--LAMMPS--ipr1,Nb,3.30789893314849
2004--Liu-X-Y--Al--LAMMPS--ipr1,Al,3.1304790900252146
2015--Purja-Pun-G-P--Ni-Al-Co--LAMMPS--ipr2,Ni,6.39704098262105
2015--Purja-Pun-G-P--Ni-Co--LAMMPS--ipr2,Ni,6.25847691801554
2023--Liang-A--Fe-Ni-Cr-Co-Ti--LAMMPS--ipr1,Co,6.460521024260593
2016--Nichol-A--K--LAMMPS--ipr2,K,5.327999730143132
1998--Meyer-R--Fe--LAMMPS--ipr1,Fe,2.866992218380356
2016--Beland-L-K--Ni-Co--LAMMPS--ipr1,Co,2.8168833690803012
2023--Mason-D-R--W-H--LAMMPS--ipr1,H,2.1095723329494382
2023--Liang-A--Fe-Ni-Cr-Co-Ti--LAMMPS--ipr1,Fe,6.423118674467131
2016--Nichol-A--Cs--LAMMPS--ipr2,Cs,6.1409999028455005
2018--Zhou-X-W--Fe-Ni-Cr--LAMMPS--ipr1,Cr,2.8846026838830934
2015--Purja-Pun-G-P--Ni-Al-Co--LAMMPS--ipr2,Ni,6.304664939550711
2018--Chen-Y--W-Re--LAMMPS--ipr1,W,3.165200207880737
2024--Mendelev-M-I--Ni-Al-Cr--LAMMPS--ipr1,Ni,2.7182176323415033
2015--Purja-Pun-G-P--Ni-Al-Co--LAMMPS--ipr2,Ni,6.00444279271552
2004--Zhou-X-W--Ta-Cu--LAMMPS--ipr2,Ta,3.302538070327776
2003--Han-S--W--LAMMPS--ipr1,W,3.1652000015813697
2018--Zhou-X-W--Fe-Ni-Cr--LAMMPS--ipr2,Cr,2.8846026838830934
2015--Purja-Pun-G-P--Ni-Co--LAMMPS--ipr2,Ni,6.05063082110728
2015--Wilson-S-R--fictional-Na-2--LAMMPS--ipr1,Na,4.229825665357461
2017--Mason-D-R--W--LAMMPS--ipr1,W,3.165197610341602
1989--Adams-J-B--Au--LAMMPS--ipr1,Au,3.2366909449426964
2023--Kumar-P--Fe-H--LAMMPS--ipr1,Fe,7.396792360908381
2004--Zhou-X-W--Ta--LAMMPS--ipr2,Ta,3.302538070327776
1998--Liu-X-Y--Al-Mg--LAMMPS--ipr1,Al,3.130398172388
2023--Kumar-P--Fe-H--LAMMPS--ipr1,H,1.9819928553150845
2010--Malerba-L--Fe--LAMMPS--ipr1,Fe,2.8552797308051083
1987--Ackland-G-J--Au--LAMMPS--ipr1,Au,3.32444406231571
2019--Mendelev-M-I--Fe-Ni-Cr--LAMMPS--ipr1,Cr,2.878154469058016
2000--Sturgeon-J-B--Al--LAMMPS--ipr1,Al,5.881736807597218
2011--Bonny-G--Fe-Ni-Cr--LAMMPS--ipr1,Cr,5.991264114660492
2013--Smirnova-D-E--U-Mo-Xe--LAMMPS--ipr1,Xe,6.213444040263819
1999--Liu-X-Y--Al-Cu--LAMMPS--ipr1,Cu,2.8701709926642547
2004--Zhou-X-W--Co--LAMMPS--ipr2,Co,2.8114251925828992
2016--Borovikov-V--fictional-Cu-32--LAMMPS--ipr1,Cu,2.8948539723732005
2020--Chen-Y--W-V--LAMMPS--ipr1,V,3.0299820405829707
2012--Proville-L--Fe--LAMMPS--ipr1,Fe,2.814778684822063
2014--Bonny-G--W-H-He-1--LAMMPS--ipr1,H,4.22609402541383
2009--Olsson-P-A-T--V--LAMMPS--ipr1,V,3.029959546709557
2013--Ravelo-R--Ta-2--LAMMPS--ipr1,Ta,3.304000001048513
1986--Foiles-S-M--Au--LAMMPS--ipr1,Au,3.2368726885729764
2015--Borovikov-V--fictional-Cu-6--LAMMPS--ipr1,Cu,2.8928645169001865
2013--Smirnova-D-E--U-Mo-Xe--LAMMPS--ipr2,Mo,3.1474145145595958
2013--Bonny-G--Fe-Ni-Cr--LAMMPS--ipr1,Fe,2.8599988352236223
2011--Chiesa-S--Fe-33--LAMMPS--ipr1,Fe,2.866504592354199
2012--Smirnova-D-E--U--LAMMPS--ipr1,U,3.5531907650728694
2004--Zhou-X-W--Zr--LAMMPS--ipr1,Zr,3.58967042494826
2020--Chen-Y--W-Mo--LAMMPS--ipr1,Mo,3.1469919241043165
2016--Borovikov-V--Cu-Zr--LAMMPS--ipr1,Cu,2.8952595263498604
2013--Onat-B--Cu-Ni--LAMMPS--ipr1,Ni,6.394332378029457
2020--Chen-Y--W-V--LAMMPS--ipr1,W,3.165199821469059
2015--Borovikov-V--fictional-Cu-4--LAMMPS--ipr1,Cu,2.8939650831016834
2018--Setyawan-W--W-Re--LAMMPS--ipr1,W,3.143073609508452
2015--Purja-Pun-G-P--Ni-Al-Co--LAMMPS--ipr2,Ni,6.25847691801554
2008--Mendelev-M-I--Cu--LAMMPS--ipr1,Cu,2.8947472938555037
2022--Allera-A--Fe-C--LAMMPS--ipr1,Fe,2.814778672985664
1986--Foiles-S-M--Pd--LAMMPS--ipr1,Pd,3.086859384386809
1987--Ackland-G-J--Cu--LAMMPS--ipr1,Cu,2.9607087939716643
1987--Ackland-G-J--Ag--LAMMPS--ipr1,Ag,3.317863759493969
2015--Purja-Pun-G-P--Ni-Al-Co--LAMMPS--ipr2,Ni,6.350852961085881
2020--Farkas-D--Fe-Ni-Cr-Co-Al--LAMMPS--ipr1,Co,6.4605398499316316
2015--Purja-Pun-G-P--Ni-Co--LAMMPS--ipr2,Ni,6.189194885712791
2015--Mendelev-M-I--Al-Sm--LAMMPS--ipr1,Sm,4.08662672465114
2013--Bonny-G--Fe-Cu-Ni-Mn--LAMMPS--ipr1,Mn,2.8121063512530164
1997--Ackland-G-J--Fe--LAMMPS--ipr1,Fe,2.8664999644695683
2015--Purja-Pun-G-P--Ni-Al-Co--LAMMPS--ipr2,Ni,6.143006864177621
2018--Setyawan-W--W-Re--LAMMPS--ipr1,Re,3.029130469020307
2013--Bonny-G--Fe-Cu-Ni-Mn--LAMMPS--ipr1,Fe,2.8553246189762227
2021--Deluigi-O-R--Fe-Ni-Cr-Co-Cu--LAMMPS--ipr1,Co,6.460539849932444
2022--Daramola-A--Fe-Ni-Cr-Mn--LAMMPS--ipr1,Cr,5.894900790121265
2003--Li-Y-H--Ta--LAMMPS--ipr1,Ta,3.3026330180542587
2024--Sun-Y--Fe-Ni--LAMMPS--ipr1,Ni,2.753952161405277
2013--Smirnova-D-E--U-Mo-Xe--LAMMPS--ipr1,U,5.2054312081856295
2010--Mendelev-M-I--fictional-Al-1--LAMMPS--ipr1,Al,2.930726597673228
2024--Mendelev-M-I--Ni-Ti--LAMMPS--ipr1,Ti,3.162955447536293
2016--Wilson-S-R--Mg--LAMMPS--ipr1,Mg,3.5614206487003397
2015--Purja-Pun-G-P--Ni-Co--LAMMPS--ipr2,Ni,6.512511036458981
2013--Smirnova-D-E--U-Mo-Xe--LAMMPS--ipr1,Mo,5.261915353107277
2013--Marinica-M-C--W-3--LAMMPS--ipr1,W,3.1873767040973173
2023--Kumar-P--Fe-H--LAMMPS--ipr1,Fe,2.8149669041984957
2013--Smirnova-D-E--U-Mo-Xe--LAMMPS--ipr1,U,6.343246282655888
2007--Mendelev-M-I--V-Fe--LAMMPS--ipr1,V,3.029869450485052
1995--Angelo-J-E--Ni-Al-H--LAMMPS--ipr1,Al,3.3676894871151237
2003--Hoyt-J-J--Cu-Pb--LAMMPS--ipr1,Pb,3.843947656713118
2009--Bonny-G--Fe-Cu-Ni--LAMMPS--ipr1,Fe,2.855324619111137
2015--Purja-Pun-G-P--Ni-Co--LAMMPS--ipr2,Ni,6.39704098262105
2018--Zhou-X-W--Fe-Ni-Cr--LAMMPS--ipr2,Fe,2.86674574595156
2016--Mendelev-M-I--Ti-1--LAMMPS--ipr1,Ti,6.743213614422011
2017--OBrien-C-J--Pt-Au--LAMMPS--ipr1,Pt,5.987790253009955
2017--Bonny-G--W-Re--LAMMPS--ipr1,W,3.1399998821363013
2004--Zhou-X-W--Mo--LAMMPS--ipr1,Mo,3.1501533549786696
1986--Foiles-S-M--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1,Pt,3.1090472850294173
2023--Mason-D-R--W-H--LAMMPS--ipr1,W,3.1446126686671385
2021--Deluigi-O-R--Fe-Ni-Cr-Co-Cu--LAMMPS--ipr1,Ni,6.022427362074083
2018--Farkas-D--Fe-Ni-Cr-Co-Cu--LAMMPS--ipr1,Ni,9.41300454224308
2022--Daramola-A--Fe-Ni-Cr-Mn--LAMMPS--ipr1,Mn,2.6245936417215234
1997--Liu-X-Y--Al-Mg--LAMMPS--ipr1,Mg,3.5655423237759223
2003--Mendelev-M-I--Fe-5--LAMMPS--ipr1,Fe,2.8552582992041766
2007--Mendelev-M-I--Zr-1--LAMMPS--ipr1,Zr,3.5925060234642694
2013--Hale-L-M--Pd-Ag-H-Morse--LAMMPS--ipr1,Ag,3.2385900353897035
1990--Ackland-G-J--Cu-Ag-Au--LAMMPS--ipr1,Ag,3.31786381227927
2013--Smirnova-D-E--U-Mo-Xe--LAMMPS--ipr2,U,6.343246282655887
2019--Mendelev-M-I--Cu-Zr--LAMMPS--ipr1,Cu,2.894747298859936
2013--Onat-B--Cu-Ni--LAMMPS--ipr2,Cu,1.4386640801893134
2003--Zope-R-R--Ti-Al--LAMMPS--ipr1,Ti,3.227462941323768
2021--Chen-Y--W-Ta-He--LAMMPS--ipr1,Ta,3.3038975194948432
2023--Liang-A--Fe-Ni-Cr-Co-Ti--LAMMPS--ipr1,Ni,6.022397841143483
1989--Adams-J-B--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1,Pd,3.0870211004071577
2020--Farkas-D--Fe-Ni-Cr-Co-Al--LAMMPS--ipr1,Ni,6.022427362073517
2016--Nichol-A--Li--LAMMPS--ipr2,Li,2.471152613175212
2004--Zhou-X-W--Zr--LAMMPS--ipr2,Zr,3.5896600428051593
2021--Deluigi-O-R--Fe-Ni-Cr-Co-Cu--LAMMPS--ipr1,Fe,6.523859350211495
2005--Mendelev-M-I--Al-Fe--LAMMPS--ipr1,Fe,2.8553125335170813
2012--Norman-G-E--Au--LAMMPS--ipr1,Au,5.724122971464037
2015--Purja-Pun-G-P--Ni-Co--LAMMPS--ipr2,Ni,6.09681884264245
2021--Deluigi-O-R--Fe-Ni-Cr-Co-Cu--LAMMPS--ipr1,Cu,5.7625232533337005
2010--Malerba-L--Fe--LAMMPS--ipr1,Fe,7.05819405537503
2022--Zhou-M--Zr--LAMMPS--ipr1,Zr,3.616963763602213
2014--Bonny-G--W-H-He-1--LAMMPS--ipr1,W,3.1399998817906627
2022--Mendelev-M-I--Ni-Nb--LAMMPS--ipr1,Nb,3.303306412848329
