year,region,activity,product,property,value,unit
2019,World,bof,coke,def,526.99,kg/t
2019,World,bof,limestone,def,108.0,kg/t
2019,World,eaf,prebaked_electrodes,def,1.56,kg/t
2019,World,bof,steel_scrap,def,100,kg/t
2019,World,eaf,steel_scrap,def,900,kg/t
2019,World,bof,coke,min,474.291,kg/t
2019,World,bof,limestone,min,97.2,kg/t
2019,World,eaf,prebaked_electrodes,min,1.404,kg/t
2019,World,bof,steel_scrap,min,90,kg/t
2019,World,eaf,steel_scrap,min,810,kg/t
2019,World,bof,coke,max,579.689,kg/t
2019,World,bof,limestone,max,118.8,kg/t
2019,World,eaf,prebaked_electrodes,max,1.716,kg/t
2019,World,bof,steel_scrap,max,110,kg/t
2019,World,eaf,steel_scrap,max,990,kg/t
2019,World,bof,coke,abs_min,0.0,kg/t
2019,World,bof,limestone,abs_min,0.0,kg/t
2019,World,eaf,prebaked_electrodes,abs_min,0.0,kg/t
2019,World,bof,steel_scrap,abs_min,0.0,kg/t
2019,World,eaf,steel_scrap,abs_min,0.0,kg/t
2019,World,bof,coke,abs_max,inf,kg/t
2019,World,bof,limestone,abs_max,inf,kg/t
2019,World,eaf,prebaked_electrodes,abs_max,inf,kg/t
2019,World,bof,steel_scrap,abs_max,inf,kg/t
2019,World,eaf,steel_scrap,abs_max,inf,kg/t
