year,region,activity,property,value,unit
2015,World,by-product_recovery,def,1.41,t/t
2015,World,by-product_recovery,min,1.269,t/t
2015,World,by-product_recovery,max,1.551,t/t
2015,World,by-product_recovery,abs_min,0.0,t/t
2015,World,by-product_recovery,abs_max,inf,t/t
2015,World,no_by-product_recovery,def,1.43,t/t
2015,World,no_by-product_recovery,min,1.287,t/t
2015,World,no_by-product_recovery,max,1.573,t/t
2015,World,no_by-product_recovery,abs_min,0.0,t/t
2015,World,no_by-product_recovery,abs_max,inf,t/t
