year,region,activity,property,value,unit
2022,AT,bof,def,0.907,t/t
2022,BE,bof,def,0.693,t/t
2022,BG,bof,def,0.0,t/t
2022,HR,bof,def,0.0,t/t
2022,CZ,bof,def,0.956,t/t
2022,FI,bof,def,0.620,t/t
2022,FR,bof,def,0.592,t/t
2022,DE,bof,def,0.723,t/t
2022,GR,bof,def,0.0,t/t
2022,HU,bof,def,0.523,t/t
2022,IT,bof,def,0.142,t/t
2022,LU,bof,def,0.0,t/t
2022,NL,bof,def,1.0,t/t
2022,PL,bof,def,0.488,t/t
2022,PT,bof,def,0.0,t/t
2022,RO,bof,def,0.532,t/t
2022,SK,bof,def,0.900,t/t
2022,SI,bof,def,0.0,t/t
2022,ES,bof,def,0.281,t/t
2022,SE,bof,def,0.686,t/t
2022,EUR,bof,def,0.552,t/t
2022,TR,bof,def,0.284,t/t
2022,GB,bof,def,0.796,t/t
2022,RU,bof,def,0.651,t/t
2022,UA,bof,def,0.481,t/t
2022,Eastern Europe,bof,def,0.622,t/t
2022,CA,bof,def,0.582,t/t
2022,MX,bof,def,0.066,t/t
2022,US,bof,def,0.317,t/t
2022,Northern America,bof,def,0.308,t/t
2022,AR,bof,def,0.429,t/t
2022,BR,bof,def,0.762,t/t
2022,CL,bof,def,0.615,t/t
2022,VE,bof,def,0.0,t/t
2022,Southern America,bof,def,0.657,t/t
2022,EG,bof,def,0.0,t/t
2022,Southern Africa,bof,def,0.568,t/t
2022,AFR,bof,def,0.131,t/t
2022,IR,bof,def,0.079,t/t
2022,SA,bof,def,0.0,t/t
2022,Middle East,bof,def,0.045,t/t
2022,CN,bof,def,0.901,t/t
2022,IN,bof,def,0.436,t/t
2022,JP,bof,def,0.738,t/t
2022,KR,bof,def,0.705,t/t
2022,TW,bof,def,0.592,t/t
2022,ASI,bof,def,0.812,t/t
2022,AU,bof,def,0.732,t/t
2022,NZ,bof,def,1.0,t/t
2022,World,bof,def,0.711,t/t
2022,AT,bof,min,0.86165,t/t
2022,BE,bof,min,0.65835,t/t
2022,BG,bof,min,0,t/t
2022,HR,bof,min,0,t/t
2022,CZ,bof,min,0.9082,t/t
2022,FI,bof,min,0.589,t/t
2022,FR,bof,min,0.5624,t/t
2022,DE,bof,min,0.68685,t/t
2022,GR,bof,min,0,t/t
2022,HU,bof,min,0.49685,t/t
2022,IT,bof,min,0.1349,t/t
2022,LU,bof,min,0,t/t
2022,NL,bof,min,0.95,t/t
2022,PL,bof,min,0.4636,t/t
2022,PT,bof,min,0,t/t
2022,RO,bof,min,0.5054,t/t
2022,SK,bof,min,0.855,t/t
2022,SI,bof,min,0,t/t
2022,ES,bof,min,0.26695,t/t
2022,SE,bof,min,0.6517,t/t
2022,EUR,bof,min,0.4968,t/t
2022,TR,bof,min,0.2698,t/t
2022,GB,bof,min,0.7562,t/t
2022,RU,bof,min,0.61845,t/t
2022,UA,bof,min,0.45695,t/t
2022,Eastern Europe,bof,min,0.5598,t/t
2022,CA,bof,min,0.5529,t/t
2022,MX,bof,min,0.0627,t/t
2022,US,bof,min,0.30115,t/t
2022,Northern America,bof,min,0.2772,t/t
2022,AR,bof,min,0.40755,t/t
2022,BR,bof,min,0.7239,t/t
2022,CL,bof,min,0.58425,t/t
2022,VE,bof,min,0,t/t
2022,Southern America,bof,min,0.5913,t/t
2022,EG,bof,min,0,t/t
2022,Southern Africa,bof,min,0.5112,t/t
2022,AFR,bof,min,0.1179,t/t
2022,IR,bof,min,0.07505,t/t
2022,SA,bof,min,0,t/t
2022,Middle East,bof,min,0.0405,t/t
2022,CN,bof,min,0.85595,t/t
2022,IN,bof,min,0.4142,t/t
2022,JP,bof,min,0.7011,t/t
2022,KR,bof,min,0.66975,t/t
2022,TW,bof,min,0.5624,t/t
2022,ASI,bof,min,0.7308,t/t
2022,AU,bof,min,0.6954,t/t
