year,region,activity,product,reference_output,property,value,unit
2015,World,by-product_recovery,coking_coal,coke,def,0.73,t/t
2015,World,by-product_recovery,coking_coal,coke,min,0.584,t/t
2015,World,by-product_recovery,coking_coal,coke,max,0.876,t/t
2015,World,by-product_recovery,coking_coal,coke,abs_min,0.0,t/t
2015,World,by-product_recovery,coking_coal,coke,abs_max,1.0,t/t
2015,World,by-product_recovery,coking_coal,coke_oven_gas,def,0.105,t/t
2015,World,by-product_recovery,coking_coal,coke_oven_gas,min,0.044,t/t
2015,World,by-product_recovery,coking_coal,coke_oven_gas,max,0.226,t/t
2015,World,by-product_recovery,coking_coal,coke_oven_gas,abs_min,0.0,t/t
2015,World,by-product_recovery,coking_coal,coke_oven_gas,abs_max,1.0,t/t
2015,World,by-product_recovery,coking_coal,tar,def,0.036,t/t
2015,World,by-product_recovery,coking_coal,tar,min,0.0188,t/t
2015,World,by-product_recovery,coking_coal,tar,max,0.0532,t/t
2015,World,by-product_recovery,coking_coal,tar,abs_min,0.0,t/t
2015,World,by-product_recovery,coking_coal,tar,abs_max,1.0,t/t
2015,World,by-product_recovery,coking_coal,sulphur,def,0.001,t/t
2015,World,by-product_recovery,coking_coal,sulphur,min,0.0008,t/t
2015,World,by-product_recovery,coking_coal,sulphur,max,0.0012,t/t
2015,World,by-product_recovery,coking_coal,sulphur,abs_min,0.0,t/t
2015,World,by-product_recovery,coking_coal,sulphur,abs_max,1.0,t/t
2015,World,by-product_recovery,coking_coal,benzene,def,0.004,t/t
2015,World,by-product_recovery,coking_coal,benzene,min,0.0022,t/t
2015,World,by-product_recovery,coking_coal,benzene,max,0.0058,t/t
2015,World,by-product_recovery,coking_coal,benzene,abs_min,0.0,t/t
2015,World,by-product_recovery,coking_coal,benzene,abs_max,1.0,t/t
2015,World,no_by-product_recovery,coking_coal,coke,def,0.7198,t/t
2015,World,no_by-product_recovery,coking_coal,coke,min,0.57584,t/t
2015,World,no_by-product_recovery,coking_coal,coke,max,0.86376,t/t
2015,World,no_by-product_recovery,coking_coal,coke,abs_min,0.0,t/t
2015,World,no_by-product_recovery,coking_coal,coke,abs_max,1.0,t/t
2015,World,no_by-product_recovery,coking_coal,coke_oven_gas,def,0.1064,t/t
2015,World,no_by-product_recovery,coking_coal,coke_oven_gas,min,0.04512,t/t
2015,World,no_by-product_recovery,coking_coal,coke_oven_gas,max,0.22768,t/t
2015,World,no_by-product_recovery,coking_coal,coke_oven_gas,abs_min,0.0,t/t
2015,World,no_by-product_recovery,coking_coal,coke_oven_gas,abs_max,1.0,t/t
2015,World,no_by-product_recovery,coking_coal,tar,def,0.0365,t/t
2015,World,no_by-product_recovery,coking_coal,tar,min,0.0102,t/t
2015,World,no_by-product_recovery,coking_coal,tar,max,0.0588,t/t
2015,World,no_by-product_recovery,coking_coal,tar,abs_min,0.0,t/t
2015,World,no_by-product_recovery,coking_coal,tar,abs_max,1.0,t/t
2015,World,no_by-product_recovery,coking_coal,sulphur,def,0.0011,t/t
2015,World,no_by-product_recovery,coking_coal,sulphur,min,0.00058,t/t
2015,World,no_by-product_recovery,coking_coal,sulphur,max,0.00152,t/t
2015,World,no_by-product_recovery,coking_coal,sulphur,abs_min,0.0,t/t
2015,World,no_by-product_recovery,coking_coal,sulphur,abs_max,1.0,t/t
2015,World,no_by-product_recovery,coking_coal,benzene,def,0.0041,t/t
2015,World,no_by-product_recovery,coking_coal,benzene,min,0.00228,t/t
2015,World,no_by-product_recovery,coking_coal,benzene,max,0.00592,t/t
2015,World,no_by-product_recovery,coking_coal,benzene,abs_min,0.0,t/t
2015,World,no_by-product_recovery,coking_coal,benzene,abs_max,1.0,t/t
