year,region,activity,product,property,value,unit
2015,World,by-product_recovery,water,def,2480,kg/t
2015,World,by-product_recovery,nitrogen,def,1777.6,kg/t
2015,World,by-product_recovery,sodium_hydroxide,def,2.88,kg/t
2015,World,by-product_recovery,aluminium_chloride,def,0.11645,kg/t
2015,World,by-product_recovery,glucose,def,0.07901,kg/t
2015,World,by-product_recovery,sodium_dihydrogen_phosphate,def,0.00774,kg/t
2015,World,by-product_recovery,water,min,2232,kg/t
2015,World,by-product_recovery,nitrogen,min,1599.84,kg/t
2015,World,by-product_recovery,sodium_hydroxide,min,2.592,kg/t
2015,World,by-product_recovery,aluminium_chloride,min,0.104805,kg/t
2015,World,by-product_recovery,glucose,min,0.071109,kg/t
2015,World,by-product_recovery,sodium_dihydrogen_phosphate,min,0.006966,kg/t
2015,World,by-product_recovery,water,max,2728,kg/t
2015,World,by-product_recovery,nitrogen,max,1955.36,kg/t
2015,World,by-product_recovery,sodium_hydroxide,max,3.168,kg/t
2015,World,by-product_recovery,aluminium_chloride,max,0.128095,kg/t
2015,World,by-product_recovery,glucose,max,0.086911,kg/t
2015,World,by-product_recovery,sodium_dihydrogen_phosphate,max,0.008514,kg/t
2015,World,by-product_recovery,water,abs_min,0.0,kg/t
2015,World,by-product_recovery,nitrogen,abs_min,0.0,kg/t
2015,World,by-product_recovery,sodium_hydroxide,abs_min,0.0,kg/t
2015,World,by-product_recovery,aluminium_chloride,abs_min,0.0,kg/t
2015,World,by-product_recovery,glucose,abs_min,0.0,kg/t
2015,World,by-product_recovery,sodium_dihydrogen_phosphate,abs_min,0.0,kg/t
2015,World,by-product_recovery,water,abs_max,inf,kg/t
2015,World,by-product_recovery,nitrogen,abs_max,inf,kg/t
2015,World,by-product_recovery,sodium_hydroxide,abs_max,inf,kg/t
2015,World,by-product_recovery,aluminium_chloride,abs_max,inf,kg/t
2015,World,by-product_recovery,glucose,abs_max,inf,kg/t
2015,World,by-product_recovery,sodium_dihydrogen_phosphate,abs_max,inf,kg/t
2015,World,no_by-product_recovery,water,def,2500,kg/t
2015,World,no_by-product_recovery,nitrogen,def,2837.28,kg/t
2015,World,no_by-product_recovery,sodium_hydroxide,def,2.88,kg/t
2015,World,no_by-product_recovery,aluminium_chloride,def,0.12455,kg/t
2015,World,no_by-product_recovery,glucose,def,0.08451,kg/t
2015,World,no_by-product_recovery,sodium_dihydrogen_phosphate,def,0.00828,kg/t
2015,World,no_by-product_recovery,water,min,2250,kg/t
2015,World,no_by-product_recovery,nitrogen,min,2553.552,kg/t
2015,World,no_by-product_recovery,sodium_hydroxide,min,2.592,kg/t
2015,World,no_by-product_recovery,aluminium_chloride,min,0.112095,kg/t
2015,World,no_by-product_recovery,glucose,min,0.076059,kg/t
2015,World,no_by-product_recovery,sodium_dihydrogen_phosphate,min,0.007452,kg/t
2015,World,no_by-product_recovery,water,max,2750,kg/t
2015,World,no_by-product_recovery,nitrogen,max,3121.008,kg/t
2015,World,no_by-product_recovery,sodium_hydroxide,max,3.168,kg/t
2015,World,no_by-product_recovery,aluminium_chloride,max,0.137005,kg/t
2015,World,no_by-product_recovery,glucose,max,0.092961,kg/t
2015,World,no_by-product_recovery,sodium_dihydrogen_phosphate,max,0.009108,kg/t
2015,World,no_by-product_recovery,water,abs_min,0.0,kg/t
2015,World,no_by-product_recovery,nitrogen,abs_min,0.0,kg/t
2015,World,no_by-product_recovery,sodium_hydroxide,abs_min,0.0,kg/t
2015,World,no_by-product_recovery,aluminium_chloride,abs_min,0.0,kg/t
2015,World,no_by-product_recovery,glucose,abs_min,0.0,kg/t
2015,World,no_by-product_recovery,sodium_dihydrogen_phosphate,abs_min,0.0,kg/t
2015,World,no_by-product_recovery,water,abs_max,inf,kg/t
2015,World,no_by-product_recovery,nitrogen,abs_max,inf,kg/t
2015,World,no_by-product_recovery,sodium_hydroxide,abs_max,inf,kg/t
2015,World,no_by-product_recovery,aluminium_chloride,abs_max,inf,kg/t
2015,World,no_by-product_recovery,glucose,abs_max,inf,kg/t
2015,World,no_by-product_recovery,sodium_dihydrogen_phosphate,abs_max,inf,kg/t
