#	Systems	Stoichiometry	Ref.
1	118	117	13		-1	1	1		-2.23
2	40	1	104		-1	-1	1		-2.26
3	113	30	8		-1	1	1		-2.18
4	52	1	18		-1	-1	2		-4.10
5	30	13	40	1	-1	-1	1	1	-7.10
6	128	13	126	22	-1	-1	1	1	-10.70
7	100	13	106		-1	-1	1		-19.47
8	25	14	121		-1	-1	1		-26.97
9	39	45	51		-1	-1	2		-27.30
10	58	59	57	60	-1	-1	1	1	-27.15
11	67	61	66	62	-1	-1	1	1	-24.89
12	32	1	33		-1	-1	1		-29.46
13	25	26	88		-1	-1	1		-32.71
14	47	1	18	13	-1	-3	1	1	-36.32
15	34	1	11		-1	-3	2		-39.43
16	8	45	97	22	-1	-2	1	2	-48.52
17	25	1	26		-1	-1	1		-49.20
18	56	1	21	13	-1	-3	1	2	-61.67
19	30	1	13	8	-1	-3	1	1	-65.15
20	73	1	39	13	-1	-1	1	1	-68.90
21	68	1	34	13	-1	-1	1	1	-81.21
22	26	6	82		-1	-1	1		-109.11
23	1	39	14		-1	-1	2		-135.40
24	25	94			-3	1			-154.04
25	23	39	24		-1	-1	2		-216.11
