year,region,product,property,value,unit
2019,World,blast_furnace_gas,def,0.17,kg/kg
2019,World,blast_furnace_gas,min,0.153,kg/kg
2019,World,blast_furnace_gas,max,0.187,kg/kg
2019,World,blast_furnace_gas,abs_min,0.0,kg/kg
2019,World,blast_furnace_gas,abs_max,inf,kg/kg
2019,World,charcoal,def,0.91,kg/kg
2019,World,charcoal,min,0.819,kg/kg
2019,World,charcoal,max,1.001,kg/kg
2019,World,charcoal,abs_min,0.0,kg/kg
2019,World,charcoal,abs_max,inf,kg/kg
2019,World,coal,def,0.67,kg/kg
2019,World,coal,min,0.603,kg/kg
2019,World,coal,max,0.737,kg/kg
2019,World,coal,abs_min,0.0,kg/kg
2019,World,coal,abs_max,inf,kg/kg
2019,World,other_bituminous_coal,def,0.67,kg/kg
2019,World,other_bituminous_coal,min,0.603,kg/kg
2019,World,other_bituminous_coal,max,0.737,kg/kg
2019,World,other_bituminous_coal,abs_min,0.0,kg/kg
2019,World,other_bituminous_coal,abs_max,inf,kg/kg
2019,World,tar,def,0.62,kg/kg
2019,World,tar,min,0.558,kg/kg
2019,World,tar,max,0.682,kg/kg
2019,World,tar,abs_min,0.0,kg/kg
2019,World,tar,abs_max,inf,kg/kg
2019,World,coal_tar,def,0.62,kg/kg
2019,World,coal_tar,min,0.558,kg/kg
2019,World,coal_tar,max,0.682,kg/kg
2019,World,coal_tar,abs_min,0.0,kg/kg
2019,World,coal_tar,abs_max,inf,kg/kg
2019,World,coke,def,0.83,kg/kg
2019,World,coke,min,0.747,kg/kg
2019,World,coke,max,0.913,kg/kg
2019,World,coke,abs_min,0.0,kg/kg
2019,World,coke,abs_max,inf,kg/kg
2019,World,coke_oven_gas,def,0.47,kg/kg
2019,World,coke_oven_gas,min,0.423,kg/kg
2019,World,coke_oven_gas,max,0.517,kg/kg
2019,World,coke_oven_gas,abs_min,0.0,kg/kg
2019,World,coke_oven_gas,abs_max,inf,kg/kg
2019,World,coking_coal,def,0.73,kg/kg
2019,World,coking_coal,min,0.657,kg/kg
2019,World,coking_coal,max,0.803,kg/kg
2019,World,coking_coal,abs_min,0.0,kg/kg
2019,World,coking_coal,abs_max,inf,kg/kg
2019,World,dri,def,0.02,kg/kg
2019,World,dri,min,0.018,kg/kg
2019,World,dri,max,0.022,kg/kg
2019,World,dri,abs_min,0.0,kg/kg
2019,World,dri,abs_max,inf,kg/kg
2019,World,dolomite,def,0.13,kg/kg
2019,World,dolomite,min,0.117,kg/kg
2019,World,dolomite,max,0.143,kg/kg
2019,World,dolomite,abs_min,0.0,kg/kg
2019,World,dolomite,abs_max,inf,kg/kg
2019,World,eaf_carb_electrode,def,0.82,kg/kg
2019,World,eaf_carb_electrode,min,0.738,kg/kg
2019,World,eaf_carb_electrode,max,0.902,kg/kg
2019,World,eaf_carb_electrode,abs_min,0.0,kg/kg
2019,World,eaf_carb_electrode,abs_max,inf,kg/kg
2019,World,eaf_coal,def,0.83,kg/kg
2019,World,eaf_coal,min,0.747,kg/kg
2019,World,eaf_coal,max,0.913,kg/kg
2019,World,eaf_coal,abs_min,0.0,kg/kg
2019,World,eaf_coal,abs_max,inf,kg/kg
2019,World,gas_diesel_oil,def,0.86,kg/kg
2019,World,gas_diesel_oil,min,0.774,kg/kg
2019,World,gas_diesel_oil,max,0.946,kg/kg
2019,World,gas_diesel_oil,abs_min,0.0,kg/kg
2019,World,gas_diesel_oil,abs_max,inf,kg/kg
2019,World,gas_coke,def,0.83,kg/kg
2019,World,gas_coke,min,0.747,kg/kg
2019,World,gas_coke,max,0.913,kg/kg
2019,World,gas_coke,abs_min,0.0,kg/kg
2019,World,gas_coke,abs_max,inf,kg/kg
2019,World,hot_briquetted_iron,def,0.02,kg/kg
2019,World,hot_briquetted_iron,min,0.018,kg/kg
2019,World,hot_briquetted_iron,max,0.022,kg/kg
2019,World,hot_briquetted_iron,abs_min,0.0,kg/kg
2019,World,hot_briquetted_iron,abs_max,inf,kg/kg
2019,World,limestone,def,0.12,kg/kg
2019,World,limestone,min,0.108,kg/kg
2019,World,limestone,max,0.132,kg/kg
2019,World,limestone,abs_min,0.0,kg/kg
2019,World,limestone,abs_max,inf,kg/kg
2019,World,natural_gas,def,0.73,kg/kg
2019,World,natural_gas,min,0.657,kg/kg
2019,World,natural_gas,max,0.803,kg/kg
2019,World,natural_gas,abs_min,0.0,kg/kg
2019,World,natural_gas,abs_max,inf,kg/kg
2019,World,oxygen_steel_furnace_gas,def,0.35,kg/kg
2019,World,oxygen_steel_furnace_gas,min,0.315,kg/kg
2019,World,oxygen_steel_furnace_gas,max,0.385,kg/kg
2019,World,oxygen_steel_furnace_gas,abs_min,0.0,kg/kg
2019,World,oxygen_steel_furnace_gas,abs_max,inf,kg/kg
2019,World,petroleum_coke,def,0.87,kg/kg
2019,World,petroleum_coke,min,0.783,kg/kg
2019,World,petroleum_coke,max,0.957,kg/kg
2019,World,petroleum_coke,abs_min,0.0,kg/kg
2019,World,petroleum_coke,abs_max,inf,kg/kg
2019,World,pig_iron,def,0.04,kg/kg
2019,World,pig_iron,min,0.036,kg/kg
2019,World,pig_iron,max,0.044,kg/kg
2019,World,pig_iron,abs_min,0.0,kg/kg
2019,World,pig_iron,abs_max,inf,kg/kg
2019,World,scrap_iron,def,0.04,kg/kg
2019,World,scrap_iron,min,0.036,kg/kg
2019,World,scrap_iron,max,0.044,kg/kg
2019,World,scrap_iron,abs_min,0.0,kg/kg
2019,World,scrap_iron,abs_max,inf,kg/kg
2019,World,steel,def,0.01,kg/kg
2019,World,steel,min,0.009,kg/kg
2019,World,steel,max,0.011,kg/kg
2019,World,steel,abs_min,0.0,kg/kg
2019,World,steel,abs_max,inf,kg/kg
2019,World,CO2,def,0.273,kg/kg
2019,World,CO2,min,0.273,kg/kg
2019,World,CO2,max,0.273,kg/kg
2019,World,CO2,abs_min,0.0,kg/kg
2019,World,CO2,abs_max,inf,kg/kg
2019,World,CH4,def,0.749,kg/kg
2019,World,CH4,min,0.749,kg/kg
2019,World,CH4,max,0.749,kg/kg
2019,World,CH4,abs_min,0.0,kg/kg
2019,World,CH4,abs_max,inf,kg/kg
2019,World,benzene,def,0.922,kg/kg
2019,World,benzene,min,0.922,kg/kg
2019,World,benzene,max,0.922,kg/kg
2019,World,benzene,abs_min,0.0,kg/kg
2019,World,benzene,abs_max,inf,kg/kg
2019,World,sulphur,def,0.0,kg/kg
2019,World,sulphur,min,0.0,kg/kg
2019,World,sulphur,max,0.0,kg/kg
2019,World,sulphur,abs_min,0.0,kg/kg
2019,World,sulphur,abs_max,inf,kg/kg
