year,region,product,property,value,unit
2006,World,portland,def,0.95,kg/kg
2006,World,masonry,def,0.64,kg/kg
2006,World,slagmod-portland,def,0.815,kg/kg
2006,World,portland-bf-slag,def,0.49,kg/kg
2006,World,portland-pozzolan,def,0.54,kg/kg
2006,World,pozzolan-mod,def,0.61,kg/kg
2006,World,slag-cement,def,0.28,kg/kg
2006,World,portland,min,0.903,kg/kg
2006,World,masonry,min,0.608,kg/kg
2006,World,slagmod-portland,min,0.774,kg/kg
2006,World,portland-bf-slag,min,0.466,kg/kg
2006,World,portland-pozzolan,min,0.513,kg/kg
2006,World,pozzolan-mod,min,0.58,kg/kg
2006,World,slag-cement,min,0.266,kg/kg
2006,World,portland,max,0.998,kg/kg
2006,World,masonry,max,0.672,kg/kg
2006,World,slagmod-portland,max,0.856,kg/kg
2006,World,portland-bf-slag,max,0.515,kg/kg
2006,World,portland-pozzolan,max,0.567,kg/kg
2006,World,pozzolan-mod,max,0.641,kg/kg
2006,World,slag-cement,max,0.294,kg/kg
2006,World,portland,abs_min,0,kg/kg
2006,World,masonry,abs_min,0,kg/kg
2006,World,slagmod-portland,abs_min,0,kg/kg
2006,World,portland-bf-slag,abs_min,0,kg/kg
2006,World,portland-pozzolan,abs_min,0,kg/kg
2006,World,pozzolan-mod,abs_min,0,kg/kg
2006,World,slag-cement,abs_min,0,kg/kg
2006,World,portland,abs_max,1,kg/kg
2006,World,masonry,abs_max,1,kg/kg
2006,World,slagmod-portland,abs_max,1,kg/kg
2006,World,portland-bf-slag,abs_max,1,kg/kg
2006,World,portland-pozzolan,abs_max,1,kg/kg
2006,World,pozzolan-mod,abs_max,1,kg/kg
2006,World,slag-cement,abs_max,1,kg/kg
