;	V3 text file written for MicroBrightField products.

(Description
)  ;  End of description
(ImageCoords)
(TimePointManager 2 "-1" "-1" 0)

("CellBody"
  (Color SkyBlue)
  (CellBody)
  ( 1956.00   172.99     0.00     0.07)  ;  1, 1
  ( 1957.25   172.83     0.00     0.07)  ;  1, 2
  ( 1958.49   172.58     0.00     0.07)  ;  1, 3
  ( 1959.17   172.48     0.00     0.07)  ;  1, 4
  ( 1960.20   172.31     0.00     0.07)  ;  1, 5
  ( 1961.07   171.88     0.00     0.07)  ;  1, 6
  ( 1961.76   169.66     0.00     0.07)  ;  1, 7
  ( 1961.32   167.77     0.00     0.07)  ;  1, 8
  ( 1959.97   166.58     0.00     0.07)  ;  1, 9
  ( 1959.72   165.96     0.00     0.07)  ;  1, 10
  ( 1959.38   165.57     0.00     0.07)  ;  1, 11
  ( 1958.90   164.66    -1.90     0.07)  ;  1, 12
  ( 1957.31   162.88    -1.90     0.07)  ;  1, 13
  ( 1956.31   162.11    -1.90     0.07)  ;  1, 14
  ( 1955.50   161.79    -1.90     0.07)  ;  1, 15
  ( 1954.57   161.28    -1.90     0.07)  ;  1, 16
  ( 1950.35   160.15    -1.90     0.07)  ;  1, 17
  ( 1946.67   159.98    -1.90     0.07)  ;  1, 18
  ( 1943.51   159.89    -7.15     0.07)  ;  1, 19
  ( 1942.14   159.77    -7.20     0.07)  ;  1, 20
  ( 1940.55   159.57    -7.20     0.07)  ;  1, 21
  ( 1939.87   159.67    -7.20     0.07)  ;  1, 22
  ( 1939.42   159.96    -7.20     0.07)  ;  1, 23
  ( 1938.78   160.58    -7.20     0.07)  ;  1, 24
  ( 1938.42   161.44    -7.20     0.07)  ;  1, 25
  ( 1938.08   162.52    -7.20     0.07)  ;  1, 26
  ( 1937.40   166.45    -3.65     0.07)  ;  1, 27
  ( 1936.81   167.80    -3.50     0.07)  ;  1, 28
  ( 1936.34   168.56    -3.45     0.07)  ;  1, 29
  ( 1936.02   169.77    -3.25     0.07)  ;  1, 30
  ( 1935.37   171.56    -2.80     0.07)  ;  1, 31
  ( 1935.90   171.32    -2.60     0.07)  ;  1, 32
  ( 1936.71   172.42    -2.50     0.07)  ;  1, 33
  ( 1938.04   173.48    -2.45     0.07)  ;  1, 34
