Period,Net Income,Depreciation,CapEx,Working Capital Change,Owner Earnings
2024,1779100000.0,116100000.0,-125700000.0,-2167700000.0,-398200000.0
2023,1283800000.0,108800000.0,-134800000.0,1649000000.0,2906800000.0
2022,1407200000.0,110500000.0,-102200000.0,-4313500000.0,-2898000000.0
2021,981000000.0,119800000.0,-110300000.0,-1527200000.0,-536700000.0
2020,793000000.0,146100000.0,-119100000.0,-4354600000.0,-3534600000.0
2019,1100300000.0,110100000.0,-150900000.0,3297400000.0,4356900000.0
2018,523400000.0,101400000.0,-144100000.0,-628700000.0,-148000000.0
2017,994200000.0,103400000.0,-105300000.0,1581300000.0,2573600000.0
2016,931400000.0,101700000.0,-85000000.0,171600000.0,1119700000.0
2015,867100000.0,99500000.0,-100200000.0,0.0,866400000.0
